Freq.	V(n007)/10	V(n009)/10	V(n011)/10	V(n019)/10	V(n020)/10	V(n024)/10
7.07945784384130e+004	(-6.02533928294361e+000dB,1.15933880732745e+000°)	(-2.63751735549266e-003dB,1.28907864168772e+000°)	(-5.29662524884456e+001dB,-8.85832721595947e+001°)	(-3.09376135745623e-003dB,1.41652097129969e+000°)	(-6.23773275386895e+000dB,1.19352856929014e+000°)	(-5.29662570512372e+001dB,-8.85705208849677e+001°)
7.24435960074982e+004	(-6.02522373117687e+000dB,1.13296165864407e+000°)	(-2.51884451037625e-003dB,1.25974834574706e+000°)	(-5.31661330231813e+001dB,-8.86155081276693e+001°)	(-2.95456717958965e-003dB,1.38429314331110e+000°)	(-6.23761327239853e+000dB,1.16637379707030e+000°)	(-5.31661373807287e+001dB,-8.86030470760496e+001°)
7.41310241300909e+004	(-6.02511337702995e+000dB,1.10718408492442e+000°)	(-2.40550974550242e-003dB,1.23108484047435e+000°)	(-5.33660189316719e+001dB,-8.86470111624612e+001°)	(-2.82163354828955e-003dB,1.35279783448627e+000°)	(-6.23749916520892e+000dB,1.13983625863857e+000°)	(-5.33660230932024e+001dB,-8.86348337296634e+001°)
7.58577575029175e+004	(-6.02500798684107e+000dB,1.08199249435065e+000°)	(-2.29727307832677e-003dB,1.20307300444479e+000°)	(-5.35659099723283e+001dB,-8.86777978910809e+001°)	(-2.69467906391707e-003dB,1.32201844239397e+000°)	(-6.23739019070530e+000dB,1.11390196301622e+000°)	(-5.35659139466548e+001dB,-8.86658976231096e+001°)
7.76247116628683e+004	(-6.02490733744129e+000dB,1.05737360074754e+000°)	(-2.19390530351922e-003dB,1.17569805666704e+000°)	(-5.37658059144109e+001dB,-8.87078845659256e+001°)	(-2.57343495926332e-003dB,1.29193873773880e+000°)	(-6.23728611814112e+000dB,1.08855723376648e+000°)	(-5.37658097099508e+001dB,-8.86962551555658e+001°)
7.94328234724272e+004	(-6.02481121568426e+000dB,1.03331441687473e+000°)	(-2.09518750997017e-003dB,1.14894554908529e+000°)	(-5.39657065375439e+001dB,-8.87372870729578e+001°)	(-2.45764453386110e-003dB,1.26254285618598e+000°)	(-6.23718672713208e+000dB,1.06378870209656e+000°)	(-5.39657101623360e+001dB,-8.87259223564422e+001°)
8.12830516164090e+004	(-6.02471941799712e+000dB,1.00980224785497e+000°)	(-2.00091061940668e-003dB,1.12280135923530e+000°)	(-5.41656116312498e+001dB,-8.87660209398118e+001°)	(-2.34706261350313e-003dB,1.23381529035115e+000°)	(-6.23709180719175e+000dB,1.03958330009929e+000°)	(-5.41656150929721e+001dB,-8.87549148935641e+001°)
8.31763771102661e+004	(-6.02463174995125e+000dB,9.86824684736530e-001°)	(-1.91087494556689e-003dB,1.09725168305197e+000°)	(-5.43655209945065e+001dB,-8.87941013437322e+001°)	(-2.24145503386096e-003dB,1.20574088195257e+000°)	(-6.23700115728798e+000dB,1.01592825413235e+000°)	(-5.43655243004920e+001dB,-8.87832480811834e+001°)
8.51138038202367e+004	(-6.02454802585240e+000dB,9.64369598187603e-001°)	(-1.82488977308076e-003dB,1.07228302782608e+000°)	(-5.45654344353228e+001dB,-8.88215431193455e+001°)	(-2.14059814714065e-003dB,1.17830481412368e+000°)	(-6.23691458541902e+000dB,9.92811078332941e-001°)	(-5.45654375925749e+001dB,-8.88109368878221e+001°)
8.70963589956071e+004	(-6.02446806834894e+000dB,9.42425132320804e-001°)	(-1.74277295516613e-003dB,1.04788220530777e+000°)	(-5.47653517703336e+001dB,-8.88483607662684e+001°)	(-2.04427835075578e-003dB,1.15149260388329e+000°)	(-6.23683190820869e+000dB,9.70219568266021e-001°)	(-5.47653547855411e+001dB,-8.88379959439515e+001°)
8.91250938133735e+004	(-6.02439170805775e+000dB,9.20979698645607e-001°)	(-1.66435052929279e-003dB,1.02403632495424e+000°)	(-5.49652728244129e+001dB,-8.88745684565562e+001°)	(-1.95229163700868e-003dB,1.12529009476112e+000°)	(-6.23675295051951e+000dB,9.48141794703786e-001°)	(-5.49652757039640e+001dB,-8.88644395495086e+001°)
9.12010839355899e+004	(-6.02431878320674e+000dB,9.00021970146666e-001°)	(-1.58945635003752e-003dB,1.00073278731936e+000°)	(-5.51651974303043e+001dB,-8.89001800419924e+001°)	(-1.86444316291472e-003dB,1.09968344957620e+000°)	(-6.23667754508323e+000dB,9.26566097534452e-001°)	(-5.51652001803002e+001dB,-8.88902816812538e+001°)
9.33254300796980e+004	(-6.02424913929340e+000dB,8.79540875485948e-001°)	(-1.51793173836011e-003dB,9.77959277582685e-001°)	(-5.53651254282677e+001dB,-8.89252090612248e+001°)	(-1.78054683924068e-003dB,1.07465914336563e+000°)	(-6.23660553214776e+000dB,9.05481079798135e-001°)	(-5.53651280545352e+001dB,-8.89155359999723e+001°)
9.54992586021425e+004	(-6.02418262875866e+000dB,8.59525593326584e-001°)	(-1.44962514655027e-003dB,9.55703759215343e-001°)	(-5.55650566657422e+001dB,-8.89496687467484e+001°)	(-1.70042493786756e-003dB,1.05020395646116e+000°)	(-6.23653675914001e+000dB,8.84875601847723e-001°)	(-5.55650591738464e+001dB,-8.89402158575210e+001°)
9.77237220955799e+004	(-6.02411911067520e+000dB,8.39965546776352e-001°)	(-1.38439183819001e-003dB,9.33954467780584e-001°)	(-5.57649909970238e+001dB,-8.89735720317392e+001°)	(-1.62390771675556e-003dB,1.02630496771120e+000°)	(-6.23647108034375e+000dB,8.64738775632615e-001°)	(-5.57649933922795e+001dB,-8.89643343037258e+001°)
1.00000000000000e+005	(-6.02405845044990e+000dB,8.20850397948688e-001°)	(-1.32209358242540e-003dB,9.12699904866346e-001°)	(-5.59649282829578e+001dB,-8.89969315567420e+001°)	(-1.55083306165288e-003dB,1.00294954784571e+000°)	(-6.23640835659184e+000dB,8.45059959103186e-001°)	(-5.59649305704410e+001dB,-8.89879040931304e+001°)
